tourney_id,tourney_name,tourney_location,surface,draw_size,tourney_level,tourney_date
2016-0314,Gstaad,Gstaad,Clay,32,A,20160718
1988-314,Gstaad,Gstaad,Clay,32,A,19880704
1999-314,Gstaad,Gstaad,Clay,32,A,19990705
2021-0314,Gstaad,Gstaad,Clay,32,A,20210719
1982-314,Gstaad,Gstaad,Clay,32,A,19820705
2003-314,Gstaad,Gstaad,Clay,32,A,20030707
1978-314,Gstaad,Gstaad,Clay,32,A,19780710
2010-314,Gstaad,Gstaad,Clay,32,A,20100725
1968-314,Gstaad,Gstaad,Clay,32,A,19680721
2009-314,Gstaad,Gstaad,Clay,32,A,20090726
2015-314,Gstaad,Gstaad,Clay,28,A,20150727
2011-314,Gstaad,Gstaad,Clay,28,A,20110725
1989-314,Gstaad,Gstaad,Clay,32,A,19890710
2022-0314,Gstaad,Gstaad,Clay,32,A,20220718
1997-314,Gstaad,Gstaad,Clay,32,A,19970707
2017-0314,Gstaad,Gstaad,Clay,32,A,20170724
2000-314,Gstaad,Gstaad,Clay,32,A,20000710
1992-314,Gstaad,Gstaad,Clay,32,A,19920706
2012-314,Gstaad,Gstaad,Clay,28,A,20120716
1990-314,Gstaad,Gstaad,Clay,32,A,19900709
2013-314,Gstaad,Gstaad,Clay,28,A,20130722
2002-314,Gstaad,Gstaad,Clay,32,A,20020708
1994-314,Gstaad,Gstaad,Clay,32,A,19940704
1978-280,Guadalajara,Guadalajara,Clay,32,A,19780416
1991-237,Guaruja,Guaruja,Hard,32,A,19911021
1982-201,Guaruja,Guaruja,Clay,32,A,19820118
1992-237,Guaruja,Guaruja,Hard,32,A,19921026
1988-201,Guaruja,Guaruja,Hard,32,A,19880125
1990-201,Guaruja,Guaruja,Hard,32,A,19900205
1983-201,Guaruja,Guaruja,Hard,64,A,19830124
1991-201,Guaruja,Guaruja,Hard,32,A,19910204
1981-237,Guaruja,Guaruja,Hard,32,A,19810119
1987-201,Guaruja,Guaruja,Hard,32,A,19870126
1989-201,Guaruja,Guaruja,Hard,32,A,19890206
2017-0500,Halle,Halle,Grass,32,A,20170619
2015-500,Halle,Halle,Grass,32,A,20150615
2012-500,Halle,Halle,Grass,28,A,20120611
2009-500,Halle,Halle,Grass,32,A,20090608
1994-500,Halle,Halle,Grass,32,A,19940613
2019-0500,Halle,Halle,Grass,32,A,20190617
2018-0500,Halle,Halle,Grass,32,A,20180618
1993-500,Halle,Halle,Grass,32,A,19930614
1995-500,Halle,Halle,Grass,32,A,19950619
2008-500,Halle,Halle,Grass,32,A,20080609
2007-500,Halle,Halle,Grass,32,A,20070611
2011-500,Halle,Halle,Grass,32,A,20110606
2021-0500,Halle,Halle,Grass,32,A,20210614
2004-500,Halle,Halle,Grass,32,A,20040607
1996-500,Halle,Halle,Grass,32,A,19960617
1997-500,Halle,Halle,Grass,32,A,19970609
2003-500,Halle,Halle,Grass,32,A,20030609
1998-500,Halle,Halle,Grass,32,A,19980608
2022-0500,Halle,Halle,Grass,32,A,20220613
2005-500,Halle,Halle,Grass,32,A,20050606
2000-500,Halle,Halle,Grass,32,A,20000612
1999-500,Halle,Halle,Grass,32,A,19990607
2014-500,Halle,Halle,Grass,28,A,20140609
2006-500,Halle,Halle,Grass,32,A,20060612
2016-0500,Halle,Halle,Grass,32,A,20160613
2010-500,Halle,Halle,Grass,32,A,20100607
2002-500,Halle,Halle,Grass,32,A,20020610
2001-500,Halle,Halle,Grass,32,A,20010611
2013-500,Halle,Halle,Grass,28,A,20130610
1974-414,Hamburg,Hamburg,Clay,64,A,19740520
2021-0414,Hamburg,Hamburg,Clay,32,A,20210712
1981-414,Hamburg,Hamburg,Clay,64,A,19810511
2015-414,Hamburg,Hamburg,Clay,32,A,20150727
1980-414,Hamburg,Hamburg,Clay,64,A,19800512
1968-414,Hamburg,Hamburg,Clay,64,A,19680813
1975-414,Hamburg,Hamburg,Clay,64,A,19750519
1985-414,Hamburg,Hamburg,Clay,56,A,19850429
1979-414,Hamburg,Hamburg,Clay,64,A,19790514
2014-414,Hamburg,Hamburg,Clay,48,A,20140714
1989-414,Hamburg,Hamburg,Clay,56,A,19890508
1982-414,Hamburg,Hamburg,Clay,64,A,19820510
2011-414,Hamburg,Hamburg,Clay,48,A,20110718
1969-414,Hamburg,Hamburg,Clay,64,A,19690811
2017-0414,Hamburg,Hamburg,Clay,32,A,20170724
2012-414,Hamburg,Hamburg,Clay,32,A,20120716
1986-414,Hamburg,Hamburg,Clay,56,A,19860915
1987-414,Hamburg,Hamburg,Clay,56,A,19870427
1970-414,Hamburg,Hamburg,Clay,64,A,19700817
1972-414,Hamburg,Hamburg,Clay,32,A,19720605
1988-414,Hamburg,Hamburg,Clay,56,A,19880425
2009-414,Hamburg,Hamburg,Clay,48,A,20090719
1977-414,Hamburg,Hamburg,Clay,64,A,19770509
1976-414,Hamburg,Hamburg,Clay,64,A,19760517
2022-0414,Hamburg,Hamburg,Clay,32,A,20220718
1984-414,Hamburg,Hamburg,Clay,56,A,19840507
2016-0414,Hamburg,Hamburg,Clay,32,A,20160711
2019-0414,Hamburg,Hamburg,Clay,32,A,20190722
2013-414,Hamburg,Hamburg,Clay,48,A,20130715
1971-414,Hamburg,Hamburg,Clay,32,A,19710517
1973-414,Hamburg,Hamburg,Clay,64,A,19730611
1978-414,Hamburg,Hamburg,Clay,64,A,19780515
2010-414,Hamburg,Hamburg,Clay,48,A,20100719
2020-0414,Hamburg,Hamburg,Clay,32,A,20200921
2018-0414,Hamburg,Hamburg,Clay,32,A,20180723
1983-414,Hamburg,Hamburg,Clay,56,A,19830509
2003-414,Hamburg Masters,Hamburg,Clay,64,M,20030512
2000-414,Hamburg Masters,Hamburg,Clay,64,M,20000515
2007-414,Hamburg Masters,Hamburg,Clay,56,M,20070514
2005-414,Hamburg Masters,Hamburg,Clay,64,M,20050509
1993-414,Hamburg Masters,Hamburg,Clay,56,M,19930503
1996-414,Hamburg Masters,Hamburg,Clay,56,M,19960506
2006-414,Hamburg Masters,Hamburg,Clay,64,M,20060515
1994-414,Hamburg Masters,Hamburg,Clay,56,M,19940502
1992-414,Hamburg Masters,Hamburg,Clay,56,M,19920504
1998-414,Hamburg Masters,Hamburg,Clay,56,M,19980504
1997-414,Hamburg Masters,Hamburg,Clay,56,M,19970505
1995-414,Hamburg Masters,Hamburg,Clay,56,M,19950508
2002-414,Hamburg Masters,Hamburg,Clay,64,M,20020513
1999-414,Hamburg Masters,Hamburg,Clay,56,M,19990503
2001-414,Hamburg Masters,Hamburg,Clay,64,M,20010514
2004-414,Hamburg Masters,Hamburg,Clay,64,M,20040510
2008-414,Hamburg Masters,Hamburg,Clay,56,M,20080511
1991-414,Hamburg Masters,Hamburg,Clay,56,M,19910506
1990-414,Hamburg Masters,Hamburg,Clay,56,M,19900507
1975-657,Hampton,Hampton,Carpet,32,A,19750311
1976-657,Hampton,Hampton,Carpet,16,A,19760310
1972-657,Hampton,Hampton,Hard,32,A,19720305
1974-657,Hampton,Hampton,Carpet,64,A,19740310
1977-657,Hampton,Hampton,Carpet,32,A,19770308
1971-657,Hampton,Hampton,Hard,32,A,19710307
1973-657,Hampton,Hampton,Hard,32,A,19730303
1970-657,Hampton,Hampton,Carpet,32,A,19700302
1978-819,Hartford,Hartford,Carpet,32,A,19780918
1973-9205,Hartford,Hartford,Carpet,6,A,19730309
1972-9205,Hartford,Hartford,Carpet,6,A,19720309
1974-9205,Hartford,Hartford,Carpet,6,A,19740307
1977-9205,Hartford,Hartford,Carpet,6,A,19770310
1975-9205,Hartford,Hartford,Carpet,6,A,19750306
1976-9205,Hartford,Hartford,Carpet,6,A,19760304
1978-9205,Hartford,Hartford,Carpet,6,A,19780309
1982-819,Hartford WCT,Hartford,Carpet,16,A,19821214
1968-2030,Haverford,Haverford,Grass,64,A,19680722
1969-2030,Haverford,Haverford,Grass,64,A,19690811
1977-2008,Helsinki,Helsinki,Carpet,32,A,19770314
1974-2018,Hempstead WCT,Hempstead,Hard,32,A,19740218
1972-724,Hilton Head,Hilton Head,Clay,16,A,19720321
1973-724,Hilton Head,Hilton Head,Clay,16,A,19730312
1971-724,Hilton Head,Hilton Head,Clay,4,A,19710827
1983-724,Hilton Head WCT,Hilton Head,Clay,8,A,19830412
1982-724,Hilton Head WCT,Hilton Head,Clay,32,A,19820427
1985-317,Hilversum,Hilversum,Clay,32,A,19850722
1993-317,Hilversum,Hilversum,Clay,32,A,19930726
1972-317,Hilversum,Hilversum,Hard,64,A,19720801
1977-317,Hilversum,Hilversum,Clay,32,A,19770712
1979-317,Hilversum,Hilversum,Clay,32,A,19790723
1992-317,Hilversum,Hilversum,Clay,32,A,19920720
1981-317,Hilversum,Hilversum,Clay,32,A,19810720
1983-317,Hilversum,Hilversum,Clay,32,A,19830718
1994-317,Hilversum,Hilversum,Clay,32,A,19940725
1989-317,Hilversum,Hilversum,Clay,32,A,19890724
1991-317,Hilversum,Hilversum,Clay,32,A,19910722
1986-317,Hilversum,Hilversum,Clay,32,A,19860728
1973-317,Hilversum,Hilversum,Clay,32,A,19730723
1968-317,Hilversum,Hilversum,Clay,64,A,19680722
1969-317,Hilversum,Hilversum,Hard,32,A,19690803
1984-317,Hilversum,Hilversum,Clay,32,A,19840723
1971-317,Hilversum,Hilversum,Hard,64,A,19710803
1988-317,Hilversum,Hilversum,Clay,32,A,19880725
1976-317,Hilversum,Hilversum,Clay,32,A,19760713
1987-317,Hilversum,Hilversum,Clay,32,A,19870727
1980-317,Hilversum,Hilversum,Clay,32,A,19800721
1982-317,Hilversum,Hilversum,Clay,32,A,19820719
1974-317,Hilversum,Hilversum,Clay,32,A,19740721
1975-317,Hilversum,Hilversum,Clay,32,A,19750720
1990-317,Hilversum,Hilversum,Clay,32,A,19900723
1978-317,Hilversum,Hilversum,Clay,32,A,19780724
1970-317,Hilversum,Hilversum,Hard,64,A,19700802
2005-890,Ho Chi Minh City,Ho Chi Minh City,Carpet,32,A,20050926
1972-713,Hobart,Hobart,Grass,16,A,19720116
1980-713,Hobart,Hobart,Hard,32,A,19791231
1969-713,Hobart,Hobart,Grass,32,A,19681230
1971-713,Hobart,Hobart,Hard,32,A,19710110
1968-713,Hobart,Hobart,Grass,8,A,19681230
1979-713,Hobart,Hobart,Grass,32,A,19790101
1969-681,Hollywood,Hollywood,Clay,16,A,19690213
1968-9309,Hollywood NTL,Hollywood,Clay,16,A,19680410
1990-336,Hong Kong,Hong Kong,Hard,32,A,19900423
1996-336,Hong Kong,Hong Kong,Hard,32,A,19960408
1975-336,Hong Kong,Hong Kong,Hard,32,A,19751110
1980-336,Hong Kong,Hong Kong,Hard,32,A,19801103
1981-336,Hong Kong,Hong Kong,Hard,32,A,19811102
1992-336,Hong Kong,Hong Kong,Hard,32,A,19920413
1978-336,Hong Kong,Hong Kong,Hard,32,A,19781113
1984-336,Hong Kong,Hong Kong,Hard,32,A,19841022
1979-336,Hong Kong,Hong Kong,Hard,32,A,19791105
1987-336,Hong Kong,Hong Kong,Hard,32,A,19871026
1976-336,Hong Kong,Hong Kong,Hard,48,A,19761107
1994-336,Hong Kong,Hong Kong,Hard,32,A,19940411
1997-336,Hong Kong,Hong Kong,Hard,32,A,19970407
1982-336,Hong Kong,Hong Kong,Hard,32,A,19821101
1985-336,Hong Kong,Hong Kong,Hard,32,A,19851118
1993-336,Hong Kong,Hong Kong,Hard,32,A,19930412
1983-336,Hong Kong,Hong Kong,Hard,32,A,19831031
2000-336,Hong Kong,Hong Kong,Hard,32,A,20001002
1999-336,Hong Kong,Hong Kong,Hard,32,A,19990405
1986-336,Hong Kong,Hong Kong,Hard,32,A,19861027
1972-9216,Hong Kong,Hong Kong,Hard,32,A,19720329
1977-336,Hong Kong,Hong Kong,Hard,32,A,19771107
1998-336,Hong Kong,Hong Kong,Hard,32,A,19980406
1995-336,Hong Kong,Hong Kong,Hard,32,A,19950417
1973-336,Hong Kong,Hong Kong,Hard,32,A,19731029
2001-336,Hong Kong,Hong Kong,Hard,32,A,20010924
1974-336,Hong Kong,Hong Kong,Hard,32,A,19741104
2002-336,Hong Kong,Hong Kong,Hard,32,A,20020923
1991-336,Hong Kong,Hong Kong,Hard,32,A,19910401
1984-324,Honolulu,Honolulu,Hard,32,A,19840924
1986-405,Houston,Houston,Carpet,32,A,19861117
2007-717,Houston,Houston,Clay,32,A,20070409
2004-717,Houston,Houston,Clay,32,A,20040412
2008-717,Houston,Houston,Clay,32,A,20080414
2012-717,Houston,Houston,Clay,28,A,20120409
2017-0717,Houston,Houston,Clay,32,A,20170410
2013-717,Houston,Houston,Clay,28,A,20130408
1985-405,Houston,Houston,Carpet,32,A,19850225
2002-717,Houston,Houston,Clay,32,A,20020422
2014-717,Houston,Houston,Clay,28,A,20140407
1975-820,Houston,Houston,Clay,32,A,19750421
1982-405,Houston,Houston,Clay,32,A,19820412
1981-405,Houston,Houston,Clay,32,A,19810406
2022-0717,Houston,Houston,Clay,32,A,20220404
2009-717,Houston,Houston,Clay,32,A,20090406
1971-405,Houston,Houston,Clay,32,A,19710420
2016-0717,Houston,Houston,Clay,32,A,20160404
2011-717,Houston,Houston,Clay,28,A,20110404
2019-0717,Houston,Houston,Clay,32,A,20190408
2018-0717,Houston,Houston,Clay,32,A,20180409
2015-717,Houston,Houston,Clay,28,A,20150406
1980-405,Houston,Houston,Clay,32,A,19800407
2003-717,Houston,Houston,Clay,32,A,20030421
1979-405,Houston,Houston,Clay,32,A,19790416
1976-405,Houston,Houston,Clay,16,A,19760406
1974-820,Houston,Houston,Clay,32,A,19740415
1969-405,Houston,Houston,Clay,32,A,19690414
2010-717,Houston,Houston,Clay,28,A,20100405
2005-717,Houston,Houston,Clay,32,A,20050418
1970-405,Houston,Houston,Clay,32,A,19700421
2001-717,Houston,Houston,Clay,32,A,20010430
2006-717,Houston,Houston,Clay,32,A,20060410
1968-405,Houston 2,Houston,Clay,32,A,19680415
1972-405,Houston WCT,Houston,Clay,32,A,19720409
1973-405,Houston WCT,Houston,Clay,32,A,19730402
1984-820,Houston WCT,Houston,Clay,16,A,19840402
1968-9298,Houston WCT,Houston,Carpet,8,A,19680213
1977-405,Houston WCT,Houston,Hard,16,A,19770411
1978-405,Houston WCT,Houston,Clay,32,A,19780417
1983-405,Houston-WCT,Houston,Clay,32,A,19830404
1970-6830,Hoylake,Hoylake,Grass,64,A,19700713
1989-404,Indian Wells,Indian Wells,Hard,56,M,19890313
1988-404,Indian Wells,Indian Wells,Hard,56,M,19880229
1987-404,Indian Wells,Indian Wells,Hard,56,M,19870216
1999-404,Indian Wells Masters,Indian Wells,Hard,56,M,19990308
1990-404,Indian Wells Masters,Indian Wells,Hard,56,M,19900305
2016-M006,Indian Wells Masters,Indian Wells,Hard,128,M,20160307
2019-M006,Indian Wells Masters,Indian Wells,Hard,128,M,20190304
2014-404,Indian Wells Masters,Indian Wells,Hard,96,M,20140306
2008-404,Indian Wells Masters,Indian Wells,Hard,96,M,20080313
2001-404,Indian Wells Masters,Indian Wells,Hard,64,M,20010312
1995-404,Indian Wells Masters,Indian Wells,Hard,56,M,19950306
2004-404,Indian Wells Masters,Indian Wells,Hard,96,M,20040308
2013-404,Indian Wells Masters,Indian Wells,Hard,96,M,20130307
2021-0404,Indian Wells Masters,Indian Wells,Hard,128,M,20211004
2002-404,Indian Wells Masters,Indian Wells,Hard,64,M,20020311
2006-404,Indian Wells Masters,Indian Wells,Hard,96,M,20060306
2010-404,Indian Wells Masters,Indian Wells,Hard,96,M,20100311
1992-404,Indian Wells Masters,Indian Wells,Hard,56,M,19920302
1996-404,Indian Wells Masters,Indian Wells,Hard,56,M,19960311
1997-404,Indian Wells Masters,Indian Wells,Hard,56,M,19970310
2000-404,Indian Wells Masters,Indian Wells,Hard,64,M,20000313
2017-M006,Indian Wells Masters,Indian Wells,Hard,128,M,20170306
1998-404,Indian Wells Masters,Indian Wells,Hard,56,M,19980309
2022-0404,Indian Wells Masters,Indian Wells,Hard,128,M,20220307
2015-404,Indian Wells Masters,Indian Wells,Hard,96,M,20150312
2011-404,Indian Wells Masters,Indian Wells,Hard,96,M,20110310
2007-404,Indian Wells Masters,Indian Wells,Hard,96,M,20070305
2018-M006,Indian Wells Masters,Indian Wells,Hard,128,M,20180305
2009-404,Indian Wells Masters,Indian Wells,Hard,96,M,20090312
1994-404,Indian Wells Masters,Indian Wells,Hard,56,M,19940228
2005-404,Indian Wells Masters,Indian Wells,Hard,96,M,20050307
2012-404,Indian Wells Masters,Indian Wells,Hard,96,M,20120308
2003-404,Indian Wells Masters,Indian Wells,Hard,64,M,20030310
1991-404,Indian Wells Masters,Indian Wells,Hard,56,M,19910304
1993-404,Indian Wells Masters,Indian Wells,Hard,56,M,19930301
1995-419,Indianapolis,Indianapolis,Hard,56,A,19950814
1970-419,Indianapolis,Indianapolis,Clay,64,A,19700727
1988-419,Indianapolis,Indianapolis,Hard,56,A,19880801
2009-419,Indianapolis,Indianapolis,Hard,32,A,20090719
1979-419,Indianapolis,Indianapolis,Clay,64,A,19790806
1998-419,Indianapolis,Indianapolis,Hard,56,A,19980817
1992-419,Indianapolis,Indianapolis,Hard,56,A,19920817
1985-419,Indianapolis,Indianapolis,Clay,56,A,19850722
2005-419,Indianapolis,Indianapolis,Hard,48,A,20050718
2001-419,Indianapolis,Indianapolis,Hard,56,A,20010813
2006-419,Indianapolis,Indianapolis,Hard,48,A,20060717
1984-419,Indianapolis,Indianapolis,Clay,56,A,19840806
2007-419,Indianapolis,Indianapolis,Hard,32,A,20070723
1978-419,Indianapolis,Indianapolis,Clay,64,A,19780807
1982-419,Indianapolis,Indianapolis,Clay,64,A,19820803
1983-419,Indianapolis,Indianapolis,Clay,56,A,19830801
1981-419,Indianapolis,Indianapolis,Clay,64,A,19810803
1987-419,Indianapolis,Indianapolis,Clay,56,A,19870713
2004-419,Indianapolis,Indianapolis,Hard,48,A,20040719
1976-419,Indianapolis,Indianapolis,Clay,64,A,19760809
1997-419,Indianapolis,Indianapolis,Hard,56,A,19970811
1977-419,Indianapolis,Indianapolis,Clay,64,A,19770808
1991-419,Indianapolis,Indianapolis,Hard,56,A,19910812
1974-419,Indianapolis,Indianapolis,Clay,64,A,19740805
1968-9335,Indianapolis,Indianapolis,Clay,64,A,19680708
1972-419,Indianapolis,Indianapolis,Clay,64,A,19720807
2003-419,Indianapolis,Indianapolis,Hard,48,A,20030721
1999-419,Indianapolis,Indianapolis,Hard,56,A,19990816
1986-419,Indianapolis,Indianapolis,Clay,56,A,19860428
1970-717,Indianapolis,Indianapolis,Clay,64,A,19700727
1975-419,Indianapolis,Indianapolis,Clay,64,A,19750804
1989-419,Indianapolis,Indianapolis,Hard,56,A,19890807
1990-419,Indianapolis,Indianapolis,Hard,56,A,19900813
2008-419,Indianapolis,Indianapolis,Hard,32,A,20080714
1980-419,Indianapolis,Indianapolis,Clay,64,A,19800804
1969-717,Indianapolis,Indianapolis,Clay,64,A,19690721
1996-419,Indianapolis,Indianapolis,Hard,56,A,19960812
1993-419,Indianapolis,Indianapolis,Hard,56,A,19930816
1971-717,Indianapolis,Indianapolis,Clay,64,A,19710809
2000-419,Indianapolis,Indianapolis,Hard,56,A,20000814
1994-419,Indianapolis,Indianapolis,Hard,56,A,19940815
2002-419,Indianapolis,Indianapolis,Hard,56,A,20020812
1973-419,Indianapolis,Indianapolis,Clay,64,A,19730813
1976-664,Indianapolis WCT,Indianapolis,Carpet,16,A,19760112
1975-2027,Istanbul,Istanbul,,32,A,19750720
2015-7163,Istanbul,Istanbul,Clay,28,A,20150427
2016-7163,Istanbul,Istanbul,Clay,32,A,20160425
2017-7163,Istanbul,Istanbul,Clay,32,A,20170501
2018-7163,Istanbul,Istanbul,Clay,32,A,20180430
1988-240,Itaparica,Itaparica,Hard,32,A,19881121
1986-240,Itaparica,Itaparica,Hard,32,A,19861124
1987-240,Itaparica,Itaparica,Hard,32,A,19871123
1990-240,Itaparica,Itaparica,Hard,32,A,19901105
1989-240,Itaparica,Itaparica,Hard,32,A,19891120
1973-656,Jackson,Jackson,Hard,16,A,19730322
1977-656,Jackson,Jackson,Carpet,16,A,19770404
1975-656,Jackson,Jackson,Carpet,16,A,19750326
1974-656,Jackson,Jackson,Carpet,32,A,19740324
1976-656,Jackson WCT,Jackson,Carpet,16,A,19760317
1971-2047,Jacksonville,Jacksonville,Clay,32,A,19710414
1970-2047,Jacksonville,Jacksonville,Clay,32,A,19700325
1969-2047,Jacksonville,Jacksonville,Clay,32,A,19690402
1972-2047,Jacksonville,Jacksonville,Hard,16,A,19730116
1996-494,Jakarta,Jakarta,Hard,32,A,19960108
1993-494,Jakarta,Jakarta,Hard,32,A,19930111
1974-494,Jakarta,Jakarta,Hard,32,A,19741103
1994-494,Jakarta,Jakarta,Hard,32,A,19940110
1995-494,Jakarta,Jakarta,Hard,32,A,19950109
1969-9281,Japanese Championships,Tokyo,Carpet,10,A,19690501
1978-254,Johannesburg,Johannesburg,Hard,32,A,19780403
1970-426,Johannesburg,Johannesburg,Hard,64,A,19700324
1969-426,Johannesburg,Johannesburg,Hard,128,A,19690404
1986-426,Johannesburg,Johannesburg,Hard,32,A,19861117
1982-426,Johannesburg,Johannesburg,Hard,32,A,19821122
1974-254,Johannesburg,Johannesburg,Hard,32,A,19741124
1992-426,Johannesburg,Johannesburg,Hard,32,A,19920330
1981-426,Johannesburg,Johannesburg,Hard,32,A,19811123
1975-254,Johannesburg,Johannesburg,Hard,64,A,19751117
1980-254,Johannesburg,Johannesburg,Hard,32,A,19800408
1987-426,Johannesburg,Johannesburg,Hard,32,A,19871116
1972-426,Johannesburg,Johannesburg,Hard,32,A,19720408
1989-426,Johannesburg,Johannesburg,Hard,32,A,19891113
1988-426,Johannesburg,Johannesburg,Hard,32,A,19881114
1978-426,Johannesburg,Johannesburg,Hard,32,A,19781204
1977-254,Johannesburg,Johannesburg,Hard,32,A,19770308
1979-254,Johannesburg,Johannesburg,Hard,32,A,19790416
2009-5012,Johannesburg,Johannesburg,Hard,32,A,20090202
1995-426,Johannesburg,Johannesburg,Hard,32,A,19950403
1983-426,Johannesburg,Johannesburg,Hard,32,A,19831121
1971-426,Johannesburg,Johannesburg,Hard,128,A,19710405
1980-426,Johannesburg,Johannesburg,Hard,32,A,19801125
1985-426,Johannesburg,Johannesburg,Hard,32,A,19851007
1984-426,Johannesburg,Johannesburg,Hard,32,A,19841119
2010-5012,Johannesburg,Johannesburg,Hard,32,A,20100201
2011-5012,Johannesburg,Johannesburg,Hard,32,A,20110131
1973-426,Johannesburg,Johannesburg,Hard,32,A,19731127
1979-426,Johannesburg,Johannesburg,Hard,32,A,19791127
1981-254,Johannesburg,Johannesburg,Hard,32,A,19810406
1975-426,Johannesburg - WCT,Johannesburg,Hard,32,A,19750411
1976-426,Johannesburg - WCT,Johannesburg,Hard,64,A,19761123
1968-426,Johannesburg 1,Johannesburg,Hard,64,A,19680401
1976-254,Johannesburg WCT,Johannesburg,Hard,16,A,19760405
1973-254,Johannesburg WCT,Johannesburg,Hard,32,A,19730414
1974-426,Johannesburg WCT,Johannesburg,Hard,32,A,19740415
1968-9321,Johannesburg WCT,Johannesburg,Hard,16,A,19681002
1977-426,Johannesburg WCT,Johannesburg,Hard,32,A,19771128
1972-254,Johannesburg-2,Johannesburg,Hard,16,A,19721202
1973-9238,Kansas City,Kansas City,Hard,16,A,19730504
1972-2062,Kansas City,Kansas City,,16,A,19720206
1970-9238,Kansas City,Kansas City,Hard,8,A,19700501
1971-9238,Kansas City,Kansas City,Hard,8,A,19710430
1972-9238,Kansas City,Kansas City,Hard,8,A,19720505
1988-403,Key Biscayne,Key Biscayne,Hard,128,M,19880314
1987-403,Key Biscayne,Key Biscayne,Hard,128,M,19870223
1989-403,Key Biscayne,Key Biscayne,Hard,128,M,19890320
1976-651,Khartoum,Khartoum,Hard,16,A,19760224
1990-436,Kiawah Island,Kiawah Island,Clay,32,A,19900507
1968-9326,Kimberley WCT,Kimberley,Clay,16,A,19681016
1971-9204,Kingston,Kingston,Hard,16,A,19711213
1970-9204,Kingston,Kingston,Hard,32,A,19700406
1973-9204,Kingston,Kingston,Hard,16,A,19731212
1972-9204,Kingston,Kingston,Hard,16,A,19721213
1969-9204,Kingston,Kingston,Hard,32,A,19690224
1975-615,Kingston,Kingston,Carpet,16,A,19750929
1968-9204,Kingston,Kingston,Hard,32,A,19680226
1968-319,Kitzbuehel,Kitzbuehel,Clay,32,A,19680820
1970-319,Kitzbuehel,Kitzbuehel,Clay,64,A,19700809
2002-319,Kitzbuhel,Kitzbuehel,Clay,48,A,20020722
2000-319,Kitzbuhel,Kitzbuehel,Clay,48,A,20000724
1969-319,Kitzbuhel,Kitzbuehel,Clay,64,A,19690811
2022-0319,Kitzbuhel,Kitzbuehel,Clay,32,A,20220725
1972-319,Kitzbuhel,Kitzbuehel,Clay,32,A,19720722
2007-319,Kitzbuhel,Kitzbuehel,Clay,48,A,20070723
1985-319,Kitzbuhel,Kitzbuehel,Clay,64,A,19850805
2006-319,Kitzbuhel,Kitzbuehel,Clay,48,A,20060724
1999-319,Kitzbuhel,Kitzbuehel,Clay,48,A,19990726
1997-319,Kitzbuhel,Kitzbuehel,Clay,48,A,19970721
2012-319,Kitzbuhel,Kitzbuehel,Clay,28,A,20120722
1989-319,Kitzbuhel,Kitzbuehel,Clay,64,A,19890731
2017-0319,Kitzbuhel,Kitzbuehel,Clay,32,A,20170731
1993-319,Kitzbuhel,Kitzbuehel,Clay,48,A,19930802
2013-319,Kitzbuhel,Kitzbuehel,Clay,28,A,20130728
1979-319,Kitzbuhel,Kitzbuehel,Clay,32,A,19790723
2018-0319,Kitzbuhel,Kitzbuehel,Clay,32,A,20180730
2015-319,Kitzbuhel,Kitzbuehel,Clay,28,A,20150803
1995-319,Kitzbuhel,Kitzbuehel,Clay,48,A,19950731
1990-319,Kitzbuhel,Kitzbuehel,Clay,48,A,19900730
2019-0319,Kitzbuhel,Kitzbuehel,Clay,32,A,20190729
2011-319,Kitzbuhel,Kitzbuehel,Clay,28,A,20110731
1984-319,Kitzbuhel,Kitzbuehel,Clay,48,A,19840723
1994-319,Kitzbuhel,Kitzbuehel,Clay,48,A,19940801
1998-319,Kitzbuhel,Kitzbuehel,Clay,48,A,19980727
1988-319,Kitzbuhel,Kitzbuehel,Clay,64,A,19880801
1983-319,Kitzbuhel,Kitzbuehel,Clay,48,A,19830718
2001-319,Kitzbuhel,Kitzbuehel,Clay,48,A,20010723
1977-319,Kitzbuhel,Kitzbuehel,Clay,32,A,19770711
1981-319,Kitzbuhel,Kitzbuehel,Clay,64,A,19810713
2009-306,Kitzbuhel,Kitzbuehel,Clay,32,A,20090517
1971-319,Kitzbuhel,Kitzbuehel,Clay,32,A,19710719
1975-319,Kitzbuhel,Kitzbuehel,Clay,32,A,19750713
2003-319,Kitzbuhel,Kitzbuehel,Clay,48,A,20030721
1980-319,Kitzbuhel,Kitzbuehel,Clay,32,A,19800721
1991-319,Kitzbuhel,Kitzbuehel,Clay,48,A,19910729
2020-0319,Kitzbuhel,Kitzbuehel,Clay,32,A,20200907
1987-319,Kitzbuhel,Kitzbuehel,Clay,64,A,19870803
2004-319,Kitzbuhel,Kitzbuehel,Clay,48,A,20040719
1986-319,Kitzbuhel,Kitzbuehel,Clay,64,A,19860804
1976-319,Kitzbuhel,Kitzbuehel,Clay,64,A,19760718
2016-0319,Kitzbuhel,Kitzbuehel,Clay,32,A,20160718
1996-319,Kitzbuhel,Kitzbuehel,Clay,48,A,19960722
2014-319,Kitzbuhel,Kitzbuehel,Clay,28,A,20140727
1973-319,Kitzbuhel,Kitzbuehel,Clay,32,A,19730723
1982-319,Kitzbuhel,Kitzbuehel,Clay,64,A,19820719
2008-319,Kitzbuhel,Kitzbuehel,Clay,32,A,20080714
