player_id;name_first;name_last;hand;dob;ioc;ioc_nation;height;wikidata_id
128842;Frederic;Pamard;U;19810124;FRA;France;;
128843;Didier;La Fosse;U;19751030;FRA;France;;
128844;Sebastien;Papama;U;19810508;FRA;France;;
128845;Vincent;Jacquemont;U;19660311;FRA;France;;
128846;Ludovic;Millescamps;U;19690226;FRA;France;;
128847;Nicolas;Lefevre;U;19791124;FRA;France;;
128848;Laurent;Lefevre;U;19710304;FRA;France;;
128849;William;Le Gras;U;19730131;FRA;France;;
128850;Erick;Vadel;U;19731227;FRA;France;;
128851;Francois;Jouque;U;19790908;FRA;France;;
128852;Pierre;Guillard;U;19730706;FRA;France;;
128853;Jeremy;Cross;U;19760325;GBR;Great Britain;;
128854;Derek;Jose;U;19840911;GBR;Great Britain;;
128855;Jean;Simon;U;19840124;FRA;France;;
128856;Erik;Sandblom;U;19751114;SWE;Sweden;;
128857;Lance;Hagan;U;19690716;USA;United States of America;;
128858;Jamie;Friedland;U;19851014;USA;United States of America;;
128859;Brandon;Davis;U;19860730;USA;United States of America;;
128860;John;Johnson;U;19820623;USA;United States of America;;
128861;Garry;Nadebaum;R;19671019;AUS;Australia;;
128862;Pierre Guillaume;Casse;U;19790806;FRA;France;;
128863;Alex;Hameister;U;19830706;GER;Germany;;
128864;Kim Oliver;Gienke;U;19791220;GER;Germany;;
128865;Ryo;Karasawa;U;19790525;JPN;Japan;;
128866;Yoshiki;Watatani;U;19741214;JPN;Japan;;
128867;Yusuke;Miyake;U;19811126;JPN;Japan;;
128868;Tohru;Watanabe;L;19600918;JPN;Japan;;
128869;Simone;Docche;U;19860915;ITA;Italy;;
128870;Andrea;Frasconi;U;19760713;ITA;Italy;;
128871;Mike;Youn;U;19880430;USA;United States of America;;
128872;Desi;Mcbride;U;19620411;USA;United States of America;;
128873;Fabio;Lavazza;U;19810407;ITA;Italy;;
128874;Guglielmo;Pecchi;U;19880323;ITA;Italy;;
128875;Hernan Marcelo;Sterin;U;19820331;ARG;Argentina;;
128876;Jenson;Bascome;R;19791119;BER;Bermuda;;
128877;Lance;Gorman;U;19730223;USA;United States of America;;
128878;Nirmal;Choradia;U;19870415;USA;United States of America;;
128879;Clem;Dobbins;U;19740812;USA;United States of America;;
128880;Andre;Maier;U;19810720;GER;Germany;;
128881;Rumil;Galiev;U;19871122;UZB;Uzbekistan;;
128882;Marcello;Motta;U;19700121;ITA;Italy;;
128883;Andrea;La Guardia;U;19870422;ITA;Italy;;
128884;Emanuele;Mantineo;U;19740810;ITA;Italy;;
128885;Bruno;Lorenz;U;19870207;GER;Germany;;
128886;Stefan;Bald;U;19831016;GER;Germany;;
128887;Tim;Lammerman;U;19781127;GER;Germany;;
128888;Florian;Heil;U;19871120;GER;Germany;;
128889;Stefan;Fickl;U;;GER;Germany;;
128890;Christian;Glaser;U;19800309;GER;Germany;;
128891;Petr;Kucera;U;19841008;CZE;Czechia;;
128892;Michel;Cappelletti;U;19860528;SUI;Switzerland;;
128893;Nils;Bornemann;U;19770205;AUT;Austria;;
128894;Alexander;Klaas;U;19810929;GER;Germany;;
128895;David;Vilanova;U;19851107;AND;Andorra;;
128896;Alessandro;Arginelli;U;19820318;ITA;Italy;;
128897;Massimo;Nicolini;U;19670212;ITA;Italy;;
128898;Brice;Magnanou;U;19830701;FRA;France;;
128899;Eric;Vieweger;U;19860115;GER;Germany;;
128900;Fernando;Sastre;U;19501111;ARG;Argentina;;
128901;Massimiliano;Tommasi;U;19681006;ITA;Italy;;
128902;Omar;El Laban;U;19860406;ITA;Italy;;
128903;Konrad;Gasiorek;R;19880413;CAN;Canada;;
128904;Jarred;Leibner;U;19841110;CAN;Canada;;
128905;Shiv;Oberoi;U;19830506;CAN;Canada;;
128906;Jason;Labrosse;U;19860703;CAN;Canada;;
128907;Alexandre;Fox;R;19870515;CAN;Canada;;
128908;Danil;Isiantaev;U;19850226;RUS;Russia;;
128909;Pavel;Kolegov;U;19860320;RUS;Russia;;
128910;Valery;Filenkov;U;19840126;RUS;Russia;;
128911;John;Lister;R;19830928;GBR;Great Britain;;
128912;Pekka;Haataja;U;19820512;FIN;Finland;;
128913;Mikko;Hermans;U;19801207;FIN;Finland;;
128914;David;Halldorsson;U;19810429;ISL;Iceland;;
128915;Maris;Sipkovs;U;19730901;LAT;Latvia;;
128916;Mikko;Jarvenpaa;U;19770216;FIN;Finland;;
128917;Juuso;Nousiainen;U;19821110;FIN;Finland;;
128918;Lassi;Nykanen;R;19841222;FIN;Finland;;
128919;Balazs;Tili;U;19750717;HUN;Hungary;;
128920;Ambrus;Guoth;U;19850609;HUN;Hungary;;
128921;Janos;Enyedi;U;19811004;HUN;Hungary;;
128922;Eduardo;Rodrigues;R;19810906;BRA;Brazil;;
128923;Rafael;Ferraz;U;19840827;BRA;Brazil;;
128924;Pedro Augusto;Luna;U;19860911;BRA;Brazil;;
128925;Eric;Siqueira;R;19850130;BRA;Brazil;;
128926;Manuel;Mendoza Carette;U;19861021;ESP;Spain;;
128927;Igor;Trad;U;19850528;BRA;Brazil;;
128928;John;Hatcher;U;19740726;USA;United States of America;;
128929;Ilya;Drozdov;U;19860421;RUS;Russia;;
128930;Gustavo;Bertei;U;19860210;BRA;Brazil;;
128931;Renato;Traldi Neto;U;19850122;BRA;Brazil;;
128932;Jorge;Padilla Pozo;U;19850708;ESP;Spain;;
128933;Francisco;Calvo Maestre;U;19880715;ESP;Spain;;
128934;Luigi;Bianchi;U;19880430;ITA;Italy;;
128935;Claudio;Racanati;U;19831226;ITA;Italy;;
128936;Vito Angelo;Barile;U;19850124;ITA;Italy;;
128937;Felix;Donath;U;19730409;ROU;Romania;;
128938;Lukas;Labitch;U;19860116;AUT;Austria;;
128939;Markus;Fellner;R;19850408;AUT;Austria;;
128940;Ovidiu;Dragomir;U;19730817;ROU;Romania;;
128941;Eric;Langenkamp;U;19840211;USA;United States of America;;
128942;Ruslan;Chowdhury;U;19810114;USA;United States of America;;
128943;Andrea;Carboni;U;19790308;ITA;Italy;;
128944;Rodolfo;Reis;U;19810721;POR;Portugal;;
128945;David;Benabou;U;19790926;FRA;France;;
128946;Francesco;Benocci;U;19870529;ITA;Italy;;
128947;Christian;Kauth;U;19790610;GER;Germany;;
128948;Tim;Eisert;U;19851020;GER;Germany;;
128949;Markus;Andresen;U;19850710;GER;Germany;;
128950;Alexander;Jung;U;19780620;GER;Germany;;
128951;Mykola;Kurochkin;U;19860103;UKR;Ukraine;;
128952;William;Can;U;19821023;GER;Germany;;
128953;Balazs;Bulovszky;U;19840630;HUN;Hungary;;
128954;Stanislav;Iliev;U;19860718;BUL;Bulgaria;;
128955;Boris;Katzarov;U;19870120;BEL;Belgium;;
128956;Georgi;Chochev;U;19860824;BUL;Bulgaria;;
128957;Krasimir;Tchinkov;U;19850722;BUL;Bulgaria;;
128958;Borislav;Bonchev;R;19890321;BUL;Bulgaria;;
128959;Ludmil;Nakashev;U;19770706;BUL;Bulgaria;;
128960;Artem;Shmalko;U;19850727;UKR;Ukraine;;
128961;Yaroslav;Markovych;U;19870120;UKR;Ukraine;;
128962;Jon;Reckewey;U;19840619;USA;United States of America;;
128963;Reiner;Neurohr;R;19810105;GER;Germany;;
128964;Daniel;Bello;U;19870305;USA;United States of America;;
128965;Anders;Eriksson;U;19690120;SWE;Sweden;;
128966;Nicolas;Quinault;U;19781220;FRA;France;;
128967;Christophe;Janin;U;19671018;FRA;France;;
128968;Timur;Shamuradov;R;19870510;UZB;Uzbekistan;;
128969;Antonio Jose;Estevez Albeniz;U;19780509;ESP;Spain;;
128970;Raul;Rodriguez Lopez;U;19870406;ESP;Spain;;
128971;Todd;Wilson;U;19720619;USA;United States of America;;
128972;Matt;Downs;U;19820125;USA;United States of America;;
128973;John Paul;Williams;U;19520929;USA;United States of America;;
128974;Frank;Apecechea;U;19590731;USA;United States of America;;
128975;Julio;Minda;U;19780703;ECU;Ecuador;;
128976;Conrado;Lopez Carbajo;L;19871210;ESP;Spain;;
128977;Kyung Seok;Sun;U;19830824;KOR;South Korea;;
128978;Kyung Min;Kim;U;19830223;KOR;South Korea;;
128979;Yeon Soo;Shin;U;19830329;KOR;South Korea;;
128980;Eun Sung;Choi;U;19850101;KOR;South Korea;;
128981;Yong Dae;Kim;U;19810716;KOR;South Korea;;
128982;Kyung Min;Park;U;19820602;KOR;South Korea;;
128983;Sascha;Milovanovski;U;19870624;GER;Germany;;
128984;Pascal;Wilkat;U;19821020;GER;Germany;;
128985;Sebastien;Ndoumbe Moukouri;U;19690806;FRA;France;;
128986;Daniel;Macshane;R;19850207;GBR;Great Britain;;
128987;Andrew;Wakefield;U;19801123;GBR;Great Britain;;
128988;Andreas;Bosdorff;U;19800623;GER;Germany;;
128989;Benedikt;Labreka;U;19840425;GER;Germany;;
128990;Christopher;Sanchez;U;19841022;MEX;Mexico;;
128991;Michal;Farbaky;U;19850504;SVK;Slovakia;;
128992;David;Barroso Besserer;R;19850924;MEX;Mexico;;
128993;Ricardo;Trujillo;U;19800807;MEX;Mexico;;
128994;Franco;Sciarra;U;19880109;ITA;Italy;;
128995;Ryan;Azougga;R;19810207;AUS;Australia;;
128996;James;Bolzonello;U;19860101;AUS;Australia;;
128997;Nick;Harris;U;19850607;AUS;Australia;;
128998;Jackson;Hills;U;19850513;AUS;Australia;;
128999;Mitchell;Hills;U;19861015;AUS;Australia;;
129000;Satirtha;Patnaik;U;19801228;IND;India;;
129001;Mayur;Ganesh;U;19790407;IND;India;;
129002;Sharath;Chittyana;U;19800103;IND;India;;
129003;Madan;Manchit;U;19830603;IND;India;;
129004;Davy;Bringuier;U;19740526;FRA;France;;
129005;Vivek;Satyajit;U;19740225;IND;India;;
129006;Nakul;Badopalia;U;19851022;IND;India;;
129007;Ajay;Shenkar;U;19860524;IND;India;;
129008;Honey;Rana;R;19870129;IND;India;;
129009;Santender;Gosain;U;19820726;IND;India;;
129010;Dusan;Stano;R;19870917;SVK;Slovakia;;
129011;Jan;Cingel;U;19840723;SVK;Slovakia;;
129012;James;Caiati;U;19810922;USA;United States of America;;
129013;Damir;Pavlicic;U;19760125;YUG;Yugoslavia;;
129014;Michael;Racioppo;U;19850211;USA;United States of America;;
129015;Chris;Porter;U;19790410;USA;United States of America;;
129016;Han Woo;Nam;U;19840728;KOR;South Korea;;
129017;Su Han;Park;U;19821121;KOR;South Korea;;
129018;Joseph;Mirabile;U;19831019;USA;United States of America;;
129019;Chris;Mullins;U;19820114;USA;United States of America;;
129020;Reginald;Breland;U;19780705;USA;United States of America;;
129021;Greg;Schweitzer;U;19810811;RSA;South Africa;;
129022;Obaro;Iroro;R;19771124;USA;United States of America;;
129023;Christoph;Gradl;U;19870129;GER;Germany;;
129024;Marek;Hubaty;U;19790911;SVK;Slovakia;;
129025;Daniele;Bazzica;U;19741022;ITA;Italy;;
129026;Marcos;Verdasco Crespo;U;19860827;ESP;Spain;;
129027;Juan;Martin Adalia;U;19850706;ESP;Spain;;
129028;David;Plasencia Fragoso;U;19811111;ESP;Spain;;
129029;Alejandro;Carriedo Torrego;U;19860101;ESP;Spain;;
129030;Cory;Ross;U;19821201;USA;United States of America;;
129031;Ryan;Sanders;U;19790509;USA;United States of America;;
129032;J R;Hall;U;19811115;USA;United States of America;;
129033;Alexander;Ganin;U;19810423;RUS;Russia;;
129034;Konstantin;Kokarev;R;19860609;RUS;Russia;;
129035;Anton;Korolev;R;19830825;ISR;Israel;;
129036;Paul;Ravkin;U;19841224;NZL;New Zealand;;
129037;Gerrit;Lotz;U;19810202;GER;Germany;;
129038;Danny;Heidecker;R;19870702;GER;Germany;;
129039;Thomas;Tillmann;U;19680223;GER;Germany;;
129040;Vladimir;Baltescu;U;19860723;GER;Germany;;
129041;Zachary;Meyer;U;19840618;AUS;Australia;;
129042;Miguel;Garcia Jordano;U;19860719;ESP;Spain;;
129043;Dave;Power;U;19850103;AUS;Australia;;
129044;Edoardo;Ravano;U;19860902;ITA;Italy;;
129045;Emanuele;Caravelli;U;19830401;ITA;Italy;;
129046;Vittorio;Cuneo;R;19780112;ITA;Italy;;
129047;Walter;Barilari;R;19770324;ITA;Italy;;
129048;Federico;Bini;U;19830201;ITA;Italy;;
129049;Matteo;Melandri;U;19860205;ITA;Italy;;
129050;Danillo;Caratti;U;19771203;ITA;Italy;;
129051;Amir;Shokrollah Shirazi;U;19820919;IRI;Iran;;
129052;Pooya;Aryanpour;U;19711110;IRI;Iran;;
129053;Saber;Rostampour;U;19861204;IRI;Iran;;
129054;Farzad;Kouhestani;U;19840217;IRI;Iran;;
129055;Farhad;Roshanaie;U;19820906;IRI;Iran;;
129056;Siavoch;Mahdavi Sabet;U;19770506;IRI;Iran;;
129057;Farshid;Khodaei Varposhti;U;19860120;IRI;Iran;;
129058;Mehdi;Babaei Darzi;U;19800627;IRI;Iran;;
129059;Pablo;Camacho Martinez;U;19840419;MEX;Mexico;;
129060;Alan Eduardo;Cosio;L;19860123;MEX;Mexico;;
129061;Jesus;Patino Otero;U;19791121;MEX;Mexico;;
129062;Alejandro;Herrera;U;19670809;MEX;Mexico;;
129063;Arturo;Czerwiak;U;19700428;ARG;Argentina;;
129064;Haris;Humerovic;U;19830316;BIH;Bosnia and Herzegovina;;
129065;Marko;Schmortte;U;19761105;GER;Germany;;
129066;Tonny;Singeling;U;19810515;NED;Netherlands;;
129067;Ashok;Suraj;U;19880213;IND;India;;
129068;Krishnan;Ranganathan;U;19760124;IND;India;;
129069;Preetham Roy;Moras;R;19890128;IND;India;;
129070;Omkar;Kambi;R;19861102;IND;India;;
129071;Gobbi;Pranavanand;U;19860617;IND;India;;
129072;Rafique;Paruti;R;19820612;IND;India;;
129073;Pavan;Polvarapu;R;19851022;IND;India;;
129074;Siddarth;Patil;U;19851102;IND;India;;
129075;Naga Pritish;Lagauaraen;U;19830915;IND;India;;
129076;Vignesh;Venkatesan;U;19850122;IND;India;;
129077;Rajasimhan;Bangarusamy;U;19760425;IND;India;;
129078;Manchit;Madan;U;19840312;IND;India;;
129079;Jonas;Andersson;U;19740429;SWE;Sweden;;
129080;Jaroslav;Milchenko;R;19811013;UKR;Ukraine;;
129081;Serguey;Zayka;R;19810526;UKR;Ukraine;;
129082;Anton;Yelshin;U;19870329;UKR;Ukraine;;
129083;Davide;Schiavon;U;19861004;ITA;Italy;;
129084;Philipp;Mariacher;U;19820621;AUT;Austria;;
129085;Alain;Chabrier;U;19670402;FRA;France;;
129086;Jean Charles;Blondeau;U;19650506;FRA;France;;
129087;Diogo;Claudino;U;19851015;BRA;Brazil;;
129088;Patrick;Rittenauer;U;19840106;GER;Germany;;
129089;Tomotoshi;Nakayama;U;19770701;JPN;Japan;;
129090;Hiroshi;Ui;U;19860331;JPN;Japan;;
129091;Hisakuni;Nakamoto;U;19690704;JPN;Japan;;
129092;Hirotaka;Yamada;U;19820214;JPN;Japan;;
129093;Frederik;Cryns;R;19700302;BEL;Belgium;;
129094;Jon;Gerdsen;R;19571109;USA;United States of America;;
129095;Ryan;Livesay;U;19800929;USA;United States of America;;
129096;Masaharu;Tsuchiya;R;19640826;JPN;Japan;;
129097;Francisco;Jung;U;19810610;BRA;Brazil;;
129098;Gerome;Gregory;U;;USA;United States of America;;
129099;Richard;Korneck;U;19780409;AUT;Austria;;
129100;Matt;Ogle;U;;USA;United States of America;;
129101;Ryan;Haley;U;19740722;USA;United States of America;;
129102;Marc Daniel;Frey;U;19780621;GER;Germany;;
129103;Brett;Helgeson;U;19870413;USA;United States of America;;
129104;Thanh Gan;Nguyen;U;19870716;VIE;Vietnam;;
129105;Levon;Melikov;U;19860820;RUS;Russia;;
129106;Thanh Long;Luong;U;19860703;VIE;Vietnam;;
129107;Hironobu;Ohguri;U;19641022;JPN;Japan;;
129108;Koji;Yamashita;U;19740617;JPN;Japan;;
129109;Kazuhito;Oshima;U;19730115;JPN;Japan;;
129110;Uesug;Keiji;U;19681123;JPN;Japan;;
129111;Bojan;Jelovac;R;19850410;GBR;Great Britain;;
129112;William;Parra;U;19730928;COL;Colombia;;
129113;Felipe;Acosta;U;19841216;COL;Colombia;;
129114;Ivan Feliipe;Martinez;R;19851211;COL;Colombia;;
129115;Rasim;Sinanovic;U;19810823;BIH;Bosnia and Herzegovina;;
129116;Halil;Bruncevic;R;19790908;SCG;Serbia and Montenegro;;
129117;Dino;Dauldzi;U;19851030;BIH;Bosnia and Herzegovina;;
129118;Mladen;Dodig;U;19871108;BIH;Bosnia and Herzegovina;;
129119;Diego;Maranon Sotres;R;19810312;MEX;Mexico;;
129120;Oscar;Marquez;U;19630708;MEX;Mexico;;
129121;Tim;Huynh;U;19870225;AUS;Australia;;
129122;Myles;Emery;U;19870505;AUS;Australia;;
129123;Sean;Roberts;U;19831016;AUS;Australia;;
129124;Simon;Punch;U;19831122;AUS;Australia;;
129125;Daniel;Osborne;U;19850611;AUS;Australia;;
129126;Yoshiaki;Fujimoto;U;19771216;JPN;Japan;;
129127;Bong Keun;Jin;U;19850422;KOR;South Korea;;
129128;Nicolas;Rivadeneira;U;19860808;ECU;Ecuador;;
129129;Javier;Castro;U;19880516;ECU;Ecuador;;
129130;Juan Felipe;Ortiz Rosas;R;19840808;MEX;Mexico;;
129131;Ernesto;Zarate Diaz;U;19870115;MEX;Mexico;;
129132;Javier;Ramirez Del Valle;U;19870320;MEX;Mexico;;
129133;Abraham;Vazquez;U;19710629;MEX;Mexico;;
129134;Fernando;Corona Zavaleta;U;19841129;MEX;Mexico;;
129135;Carlos;Canudas Fernandez;U;19850607;ESP;Spain;;
129136;Emmanuel;Olivier;U;19851227;MEX;Mexico;;
129137;Hector;Cervantes;U;19880327;MEX;Mexico;;
129138;Massimo;De Sanctis;U;19790405;ITA;Italy;;
129139;Simone;Quaresima;U;19760528;ITA;Italy;;
129140;Simone;Valentini;U;19770523;ITA;Italy;;
129141;Remy;Gourre;U;19860630;FRA;France;;
129142;Robin;Racassa;U;19870411;FRA;France;;
129143;Luka;Tolic;U;19870818;CRO;Croatia;;
129144;Ivan;Mandic;U;19851109;CRO;Croatia;;
129145;Marco;Giuggia;U;19860507;ITA;Italy;;
129146;Martin;Farbaki;U;19880318;SVK;Slovakia;;
129147;Tomas;Vyrostko;R;19870515;SVK;Slovakia;;
129148;Frantisek;Stejskal;U;19790714;CZE;Czechia;;
129149;Jaroslav;Trojan;U;19840921;CZE;Czechia;;
129150;Vittorio;Vecchiarelli;U;19780415;ITA;Italy;;
129151;Giovanni;Bianco;U;19860905;ITA;Italy;;
129152;Angelo;Libero;U;19840316;ITA;Italy;;
129153;Corrado;Bertucci;U;19860327;ITA;Italy;;
129154;Jakub;Svandera;U;19880109;CZE;Czechia;;
129155;Tomas;Josefus;U;19870817;CZE;Czechia;;
129156;Adam;Korycanek;R;19860228;CZE;Czechia;;
129157;Andrea;Ferrara;U;19850609;ITA;Italy;;
129158;Matteo;Bregoli;U;19850709;ITA;Italy;;
129159;Jeffrey;Groslimond;U;19830204;USA;United States of America;;
129160;Christopher;Brunner;U;19861031;GER;Germany;;
129161;Markus;Landgraf;U;19880119;GER;Germany;;
129162;William;Goodman;U;19571231;USA;United States of America;;
129163;Ian;Gonzalez;U;19870228;AND;Andorra;;
129164;Giovanni;Valentini;U;19860418;ITA;Italy;;
129165;Enrico;Iori;U;19870124;ITA;Italy;;
129166;Alexander;Lomeland;R;19870303;NOR;Norway;;
129167;Miguel;Cardador Lopez;U;19620414;ESP;Spain;;
129168;Chris;Hooshyar;U;19870929;GBR;Great Britain;;
129169;Thimo;Van Der Lecq;U;19850718;NED;Netherlands;;
129170;Peter;Joos;U;19840105;HUN;Hungary;;
129171;Gabor;Radai;U;19820628;HUN;Hungary;;
129172;Philip;Seidl;U;19840705;GER;Germany;;
129173;Jeremy;Binois;U;;FRA;France;;
129174;Jonathan;Abadie;U;;ARG;Argentina;;
129175;Marin;Micetic;U;19860915;CRO;Croatia;;
129176;Andre;Rizzoli;R;19890101;ITA;Italy;;
129177;Guillermo;Herrero;U;19831010;ARG;Argentina;;
129178;Paolo;Costanzelli;U;19880824;ITA;Italy;;
129179;Massimo;Mascetti;U;19690118;ITA;Italy;;
129180;Nicola;Vitiello;U;19871206;ITA;Italy;;
129181;Marco;Milani;U;19690101;ITA;Italy;;
129182;Ville;Kilpia;U;19761124;FIN;Finland;;
129183;Tuomas;Huotari;U;19810401;FIN;Finland;;
129184;Ville;Kauppila;U;19861111;FIN;Finland;;
129185;Jussi;Niutanen;U;19801030;FIN;Finland;;
129186;Petri;Tiilikainen;R;19850723;FIN;Finland;;
129187;Davy;Arcangeli;U;19760125;ITA;Italy;;
129188;Pierpaolo;Cenci;U;19730629;ITA;Italy;;
129189;Shi Hao;Yip;U;19830314;MAS;Malaysia;;
129190;Miguel;De La Cruz Marciel;U;19881023;ESP;Spain;;
129191;Pablo;Garcia Gordillo;U;19830921;ESP;Spain;;
129192;Tom;Atkinson;L;19860331;GBR;Great Britain;;
129193;Moises;Parrilla Ramos;U;19840808;ESP;Spain;;
129194;Ruben;De La Rosa Lopez;U;19891010;ESP;Spain;;
129195;Javier;Hernando Celada;U;19850929;ESP;Spain;;
129196;Adrian;Revilla Perez;U;19880317;ESP;Spain;;
129197;Fernando;Vicario Callizo;U;19701019;ESP;Spain;;
129198;Marcelo;Lebrao;U;19861208;BRA;Brazil;;
129199;Gustavo;Cruz Silva;U;19810830;BRA;Brazil;;
129200;William;Biddle;U;19830811;GBR;Great Britain;;
129201;David;Lebel Bouchard;U;19860914;CAN;Canada;;
129202;Louis Xavier;Lavallee;U;19860901;CAN;Canada;;
129203;Adam;Bono;R;19810409;CAN;Canada;;
129204;Marcos;Caceres Casas;U;19840707;ESP;Spain;;
129205;Vicente;Munoz;U;19840709;ECU;Ecuador;;
129206;Xavier;Landazuri;U;19870328;ECU;Ecuador;;
129207;Juan Andres;Saa;U;19870729;ECU;Ecuador;;
129208;Daniel;Bermeo;U;19830830;ECU;Ecuador;;
129209;Vladimir;Arapovic;U;19830403;BIH;Bosnia and Herzegovina;;
129210;Vittorio;Belletini;U;19870520;ECU;Ecuador;;
129211;Guillermo;Lasso;R;19850331;ECU;Ecuador;;
129212;Carlos;Velez;U;19740224;ECU;Ecuador;;
129213;Miguel;Camino;U;19840703;ECU;Ecuador;;
129214;Renato;Melo;U;19871223;BRA;Brazil;;
129215;Guilherme;Teixeira;R;19870312;BRA;Brazil;;
129216;Nelson;Ventura;U;19861130;BRA;Brazil;;
129217;William;Capdeville;R;19800111;CHI;Chile;;
129218;Antonio;Crudele;U;19801012;ITA;Italy;;
129219;Stanislav;Chirkov;U;19870630;RUS;Russia;;
129220;Dmitry;Ivanchenko;R;19880801;RUS;Russia;;
129221;Andrei;Volodine;U;19840510;RUS;Russia;;
129222;Karol;Urbanski;U;19870515;POL;Poland;;
129223;Jan;Brzoska;U;19870122;GER;Germany;;
129224;Marco;Dal Mas;U;19880220;ITA;Italy;;
129225;Umberto;Zani;U;19870518;ITA;Italy;;
129226;Ruslan;Mamadaliev;U;19831101;UZB;Uzbekistan;;
129227;Nodir;Vakhadjanov;U;19860707;UZB;Uzbekistan;;
129228;Vadim;Ivchenko;U;19850618;KAZ;Kazakhstan;;
129229;Hushnud;Mirzaev;U;19850802;UZB;Uzbekistan;;
129230;Daniel;Daudt Filho;U;19880209;BRA;Brazil;;
129231;Arthur;Menegotto;U;19890406;BRA;Brazil;;
129232;Fernando;Belardinelli;U;19890520;BRA;Brazil;;
129233;Ada;Herrada;U;19830622;USA;United States of America;;
129234;Angelo;Novkovic;U;19900105;SLO;Slovenia;;
129235;Rainer;Schalk;U;19840624;AUT;Austria;;
129236;Thomas;Kickenweiz;U;19860418;AUT;Austria;;
129237;Harald;Gumhold;U;19850210;AUT;Austria;;
129238;Jurgen;Voetsch;U;19760826;AUT;Austria;;
129239;Philipp;Angerer;U;19800714;AUT;Austria;;
129240;Nicolas;Flores;U;19780104;CHI;Chile;;
129241;Romain;Duong;U;19800730;SUI;Switzerland;;
129242;Jordan;Magarik;U;19840926;USA;United States of America;;
129243;Shaun;James;U;19650903;USA;United States of America;;
129244;Kyoung Sik;Lim;U;19850213;KOR;South Korea;;
129245;Soon Sung;Park;U;19881218;KOR;South Korea;;
129246;Sergiy;Chorny;U;19860802;UKR;Ukraine;;
129247;Aleksiy;Ostapets;U;19880623;UKR;Ukraine;;
129248;Dmitry;Gordienko;U;19850312;UKR;Ukraine;;
129249;Aleksandr;Vasiliev;U;19810311;UKR;Ukraine;;
129250;Aleksander;Kozma;U;19820322;UKR;Ukraine;;
129251;Vitali;Bubka;R;19850709;UKR;Ukraine;;
129252;Sven;Voigt;U;19720806;GER;Germany;;
129253;Mick;Deussen;U;19840225;GER;Germany;;
129254;Andrew;Brasseaux;R;19880103;USA;United States of America;;
129255;Marc;Castellana;R;19800103;FRA;France;;
129256;Victor;Urzica;U;19591115;ROU;Romania;;
129257;Matteo;Garre;U;;ITA;Italy;;
129258;Alberto;Morino;U;;ITA;Italy;;
129259;Marco;Bernardi;U;19840428;ITA;Italy;;
129260;Andrea;Maffei;U;19690505;ITA;Italy;;
129261;Afshin;Bayati;U;19870727;IRI;Iran;;
129262;Tomohiro;Anazawa;R;19740729;JPN;Japan;;
129263;Seyedreza;Mahbub;U;19770612;IRI;Iran;;
129264;Shahab;Rateghe;U;19780922;IRI;Iran;;
129265;Amir Ali;Derakhshan;U;19811208;IRI;Iran;;
129266;Pedjman;Hamie;U;19790101;GER;Germany;;
129267;Istvan;Bebto;U;19851111;HUN;Hungary;;
129268;Goran;Devrnja;U;19860516;CRO;Croatia;;
129269;Peter;Hatala;U;19750214;HUN;Hungary;;
129270;Akos;Torok;R;19880709;HUN;Hungary;;
129271;Attila;Balogh;U;19860517;HUN;Hungary;;
129272;Levente;Bozsa;U;19850324;HUN;Hungary;;
129273;Dawid;Zamojzin;U;19870102;POL;Poland;;
129274;Ivo;Druzijanic;U;19860103;CRO;Croatia;;
129275;Aleksandar;Antonijevic;U;19810325;BIH;Bosnia and Herzegovina;;
129276;Ahmad;Ashrafi;R;19880110;ECU;Ecuador;;
129277;Marco Alexander;Marino;U;;COL;Colombia;;
129278;Stjepan;Mandusic;U;19861130;CRO;Croatia;;
129279;Diego;Mattar;R;19850330;CHI;Chile;;
129280;Brandon;Silvester;U;19830602;USA;United States of America;;
129281;Chase;Holiday;U;19830327;USA;United States of America;;
129282;Bruno;Argudo Toro;U;19860528;ESP;Spain;;
129283;Marc;Sabas Montoro;U;19871009;ESP;Spain;;
129284;Angel;Espanol Espada;U;19890317;ESP;Spain;;
129285;Alexander;Gordon;U;19820623;GBR;Great Britain;;
129286;Alexander;Rosinski;U;19880610;USA;United States of America;;
129287;Jarron;Kretschmann;U;19840223;AUS;Australia;;
129288;Steven;Braun;U;19860116;AUS;Australia;;
129289;Kyle;Collins;U;19870208;GBR;Great Britain;;
129290;Damien;Weber;U;19831206;AUS;Australia;;
129291;Ben;Fromm;U;19800323;GER;Germany;;
129292;Andy;Mack;U;19841207;USA;United States of America;;
129293;Matt;Lockin;U;19821008;USA;United States of America;;
129294;Manuel;Achurra;U;19720607;CHI;Chile;;
129295;Billy;Mulligan;U;19861001;USA;United States of America;;
129296;Julio Arana;Rivero;R;19851201;BOL;Bolivia;;
129297;Carlos;Cordova;U;19871114;BOL;Bolivia;;
129298;Flavio;Marreti;U;19770323;BRA;Brazil;;
129299;Jukka;Immeli;U;19740820;FIN;Finland;;
129300;Torsti;Inberg;U;19610614;FIN;Finland;;
129301;Timo;Kulmala;U;19830707;FIN;Finland;;
129302;Timo;Varjus;U;19841021;FIN;Finland;;
129303;Thomasz;Zarzeczny;U;19790308;POL;Poland;;
129304;Felipe;Abal Moreno;R;19860317;ARG;Argentina;;
129305;Javad;Tammadon Nejad;U;19830818;IRI;Iran;;
